CID	Type	N	Vg_Vp	Vg_Vp_SE	Pval	LRT	logL	logL0	Vg	Ve	Vp	Vg_SE	Ve_SE	Vp_SE
C100002537	PC2	6703	0.20736	0.058326	0.00012678	13.386	-3315.271	-3321.964	0.205752	0.786494	0.992246	0.058265	0.058396	0.017198
C100002544	PC2	5357	0.072752	0.066435	0.12188	1.359	-2653.428	-2654.107	0.072124	0.919251	0.991375	0.065926	0.067603	0.019173
C100002568	PC2	3087	0.036195	0.107263	0.36796	0.114	-1524.595	-1524.652	0.035781	0.952765	0.988545	0.106048	0.108515	0.025176
C100002679	PC2	6946	0.094262	0.056115	0.044637	2.887	-3396.8	-3398.244	0.092298	0.886868	0.979166	0.055038	0.056316	0.016636
C100002717	PC2	1392	0.471039	0.200458	0.0071295	6.006	-699.168	-702.171	0.477626	0.536359	1.013984	0.206131	0.201963	0.038727
C100002719	PC2	1156	0.567451	0.23933	0.0081246	5.776	-578.244	-581.132	0.575665	0.43881	1.014475	0.247357	0.240898	0.042674
C100002734	PC2	659	0.129797	0.332614	0.35107	0.146	-325.056	-325.129	0.129752	0.869895	0.999646	0.333013	0.333029	0.0553
C100002749	PC2	7054	0.154839	0.056158	0.0025039	7.877	-3497.863	-3501.802	0.153862	0.839826	0.993688	0.056032	0.056676	0.016771
C100002751	PC2	1214	0.231359	0.222299	0.15046	1.07	-611.755	-612.29	0.234396	0.77873	1.013126	0.225723	0.226425	0.041194
C100002761	PC2	6923	0.442837	0.057972	5.1625e-15	59.839	-3436.3	-3466.219	0.444593	0.559373	1.003966	0.059841	0.057535	0.017268
C100002769	PC2	7032	0.19284	0.056104	0.00022786	12.289	-3492.868	-3499.013	0.192103	0.804072	0.996175	0.056231	0.056505	0.016853
C100002773	PC2	1733	0.187882	0.165058	0.11928	1.389	-836.732	-837.427	0.182576	0.789182	0.971758	0.16108	0.16022	0.033177
C100002784	PC2	6630	0.173871	0.059176	0.0014315	8.893	-3272.6	-3277.046	0.172051	0.817481	0.989532	0.058841	0.059294	0.017232
C100002796	PC2	7029	0.294749	0.056906	5.7146e-08	28.115	-3507.626	-3521.684	0.295801	0.707768	1.003569	0.057863	0.057084	0.01703
C100002849	PC2	3462	0.188217	0.099498	0.025397	3.815	-1732.81	-1734.717	0.18882	0.814384	1.003204	0.100155	0.100722	0.024155
C100002865	PC2	6030	0.278931	0.06514	6.9844e-06	18.873	-2997.821	-3007.258	0.278713	0.720504	0.999216	0.065798	0.065098	0.018295
C100002869	PC2	5819	0.172128	0.065699	0.0038188	7.117	-2874.224	-2877.782	0.17043	0.819706	0.990136	0.065342	0.065797	0.018403
C100002871	PC2	7014	0.346167	0.057196	1.8334e-10	39.283	-3529.709	-3549.35	0.350966	0.662897	1.013863	0.059021	0.0577	0.017255
C100002873	PC2	6326	0.171371	0.0629	0.0034373	7.305	-3098.28	-3101.933	0.168271	0.813641	0.981911	0.062046	0.062441	0.017507
C100002875	PC2	7048	0.174399	0.056936	0.0010441	9.47	-3490.652	-3495.387	0.173158	0.819722	0.99288	0.056815	0.057231	0.016772
C100002876	PC2	6798	0.181721	0.059101	0.001093	9.386	-3379.932	-3384.625	0.181157	0.815738	0.996895	0.059232	0.059538	0.017151
C100002877	PC2	6588	0.170639	0.060503	0.0025027	7.878	-3293.051	-3296.99	0.170967	0.830953	1.00192	0.060901	0.061337	0.017504
C100002910	PC2	6990	0.077858	0.055465	0.077095	2.03	-3481.148	-3482.163	0.077601	0.919101	0.996702	0.055349	0.056845	0.016876
C100002911	PC2	6913	0.095301	0.055833	0.04011	3.06	-3471.628	-3473.159	0.095812	0.909546	1.005358	0.056232	0.057528	0.017123
C100002912	PC2	1098	0.460924	0.240159	0.025727	3.793	-550.121	-552.018	0.466998	0.54618	1.013178	0.246265	0.241961	0.043547
C100002913	PC2	697	1e-06	0.304776	0.5	0	-337.714	-337.591	1e-06	0.954434	0.954435	0.290889	0.282579	0.052175
C100002927	PC2	7055	0.156825	0.054964	0.0013908	8.945	-3531.633	-3536.105	0.157318	0.845826	1.003144	0.05537	0.056062	0.016928
C100002945	PC2	7006	1e-06	0.054952	0.5	0	-3541.703	-3541.703	1e-06	1.010886	1.010887	0.05555	0.057706	0.017087
C100002951	PC2	7054	1e-06	0.055194	0.5	0	-3544.004	-3544.004	1e-06	1.004512	1.004513	0.055443	0.057507	0.016922
C100002952	PC2	6983	0.029366	0.055306	0.29756	0.282	-3528.206	-3528.347	0.029683	0.9811	1.010783	0.055918	0.057915	0.017115
C100002989	PC2	6619	0.359775	0.059941	3.6007e-10	37.965	-3290.901	-3309.884	0.36048	0.641479	1.001959	0.061169	0.059706	0.017558
C100002990	PC2	6642	0.371892	0.059864	1.0538e-10	40.364	-3315.885	-3336.067	0.374319	0.632209	1.006528	0.061442	0.059845	0.017616
C100003000	PC2	7040	0.011658	0.054548	0.41536	0.046	-3521.888	-3521.911	0.011665	0.988956	1.000621	0.054586	0.056752	0.016872
C100003001	PC2	7053	0.00656	0.054995	0.45309	0.014	-3541.865	-3541.872	0.006589	0.997833	1.004422	0.055241	0.057442	0.01692
C100003008	PC2	6707	0.230703	0.060253	7.4684e-05	14.38	-3273.516	-3280.706	0.226065	0.753829	0.979894	0.059516	0.059334	0.016991
C100003101	PC2	1196	1e-06	0.216417	0.5	0	-579.659	-579.659	1e-06	0.973042	0.973042	0.210583	0.213921	0.039839
C100003109	PC2	2067	0.042649	0.153658	0.39214	0.075	-1043.305	-1043.342	0.043172	0.969089	1.012261	0.155617	0.156915	0.031552
C100003119	PC2	6308	0.128524	0.062033	0.01882	4.321	-3151.618	-3153.778	0.128616	0.872103	1.00072	0.062252	0.063124	0.017853
C100003151	PC2	7054	0.179376	0.055622	0.00042888	11.112	-3564.039	-3569.595	0.181711	0.831309	1.013021	0.056648	0.057087	0.017105
C100003169	PC2	5356	0.106138	0.069924	0.062399	2.356	-2674.946	-2676.124	0.10613	0.893794	0.999923	0.070043	0.071255	0.019348
C100003185	PC2	2654	1e-06	0.12216	0.5	0	-1291.148	-1291.148	1e-06	0.974105	0.974106	0.118996	0.121567	0.026757
C100003239	PC2	4871	0.120248	0.073773	0.043097	2.944	-2382.716	-2384.188	0.117848	0.862195	0.980043	0.07246	0.07353	0.01989
C100003240	PC2	5820	0.114719	0.065221	0.036162	3.229	-2887.632	-2889.246	0.113971	0.879508	0.993479	0.064932	0.066053	0.018443
C100003258	PC2	7055	0.19008	0.056324	0.00028425	11.876	-3502.368	-3508.307	0.189235	0.806319	0.995554	0.056405	0.056693	0.016814
C100003260	PC2	6854	0.223187	0.058185	5.0946e-05	15.101	-3390.715	-3398.266	0.221611	0.77133	0.992941	0.058226	0.058142	0.017029
C100003271	PC2	7051	0.435665	0.05765	2.5924e-14	56.657	-3470.287	-3498.616	0.433608	0.56167	0.995278	0.058947	0.056728	0.01696
C100003397	PC2	7055	0.031567	0.054841	0.28218	0.332	-3535.051	-3535.217	0.031641	0.970728	1.002369	0.054988	0.056939	0.016886
C100003415	PC2	7055	0.915268	0.053194	0	256.884	-3456.395	-3584.837	0.936537	0.086701	1.023238	0.061044	0.054029	0.017932
C100003432	PC2	3805	0.207402	0.095261	0.014727	4.741	-1852.477	-1854.848	0.202818	0.775081	0.977899	0.093721	0.093148	0.022533
C100003434	PC2	6906	0.14152	0.056549	0.0045597	6.799	-3428.814	-3432.214	0.14076	0.853869	0.994629	0.056437	0.057263	0.016959
C100003470	PC2	6462	0.421154	0.061947	3.4964e-12	47.029	-3240.306	-3263.82	0.426483	0.586169	1.012652	0.064245	0.062116	0.018001
C100003473	PC2	2895	0.13716	0.115184	0.11341	1.461	-1424.024	-1424.755	0.135175	0.850351	0.985526	0.113677	0.115056	0.025928
C100003594	PC2	6807	0.111753	0.056505	0.020407	4.184	-3401.396	-3403.488	0.111808	0.888686	1.000494	0.056658	0.057838	0.017173
C100003641	PC2	3605	0.099141	0.09536	0.14286	1.14	-1783.01	-1783.579	0.098184	0.892162	0.990346	0.094553	0.095991	0.023352
C100003645	PC2	456	1e-06	0.409852	0.5	0	-207.581	-207.581	1e-06	0.932682	0.932683	0.382262	0.386121	0.061973
C100003651	PC2	524	1e-06	0.380848	0.5	0	-249.717	-249.712	1e-06	0.964169	0.96417	0.367202	0.365062	0.059956
C100003674	PC2	3604	0.161446	0.097528	0.046502	2.822	-1790.378	-1791.789	0.1607	0.83468	0.99538	0.097354	0.098017	0.023492
C100003678	PC2	4090	0.203877	0.089808	0.011563	5.159	-2038.08	-2040.66	0.20378	0.795744	0.999524	0.090223	0.090151	0.022176
C100003679	PC2	3320	1e-06	0.103378	0.5	0	-1635.619	-1635.619	1e-06	0.985049	0.98505	0.101832	0.103978	0.024187
C100003686	PC2	7045	0.247099	0.05662	3.5854e-06	20.147	-3474.462	-3484.535	0.244748	0.745738	0.990487	0.056615	0.056332	0.016764
C100003695	PC2	7051	0.192098	0.055691	0.00017482	12.784	-3509.77	-3516.162	0.191763	0.806494	0.998256	0.055931	0.056233	0.016864
C100003892	PC2	4487	0.065482	0.081036	0.20852	0.659	-2270.091	-2270.42	0.066324	0.946529	1.012853	0.082139	0.083799	0.021404
C100003901	PC2	7038	0.103145	0.055784	0.030705	3.499	-3457.113	-3458.862	0.10145	0.88212	0.983571	0.054977	0.056154	0.016603
C100003926	PC2	6652	0.043632	0.057518	0.22191	0.586	-3317.646	-3317.94	0.043537	0.954283	0.997819	0.057419	0.059282	0.017313
C100004046	PC2	7037	0.246332	0.056182	2.9422e-06	20.525	-3499.589	-3509.852	0.246011	0.752687	0.998698	0.056643	0.056387	0.016912
C100004054	PC2	6313	0.061707	0.05993	0.14828	1.09	-3180.826	-3181.371	0.062216	0.946028	1.008244	0.060471	0.062188	0.01796
C100004056	PC2	3286	1e-06	0.10495	0.5	0	-1653.419	-1653.418	1e-06	1.006258	1.006259	0.105607	0.107652	0.024839
C100004059	PC2	6303	0.184152	0.061563	0.0011621	9.274	-3209.753	-3214.39	0.18802	0.832981	1.021	0.063176	0.06359	0.018235
C100004083	PC2	3735	0.160499	0.09696	0.050664	2.685	-1877.438	-1878.781	0.161695	0.845756	1.00745	0.09797	0.098517	0.023361
C100004089	PC2	7055	0.094335	0.056083	0.046136	2.834	-3525.001	-3526.418	0.094355	0.905853	1.000207	0.056191	0.057448	0.016862
C100004110	PC2	2863	0.181718	0.116474	0.056399	2.515	-1430.826	-1432.084	0.182264	0.820739	1.003003	0.11728	0.117242	0.026596
C100004111	PC2	7050	0.049293	0.055811	0.19116	0.763	-3488.104	-3488.486	0.048799	0.941162	0.989961	0.055284	0.056991	0.016686
C100004112	PC2	7036	0.24192	0.056526	5.3022e-06	19.399	-3515.556	-3525.256	0.24272	0.760587	1.003307	0.057235	0.056995	0.016991
C100004169	PC2	1099	0.352023	0.240784	0.065312	2.285	-554.731	-555.873	0.359433	0.661617	1.02105	0.248087	0.244254	0.043903
C100004171	PC2	808	1e-06	0.307544	0.5	0	-402.159	-402.157	1e-06	1.001787	1.001788	0.308093	0.30788	0.050036
C100004182	PC2	5311	0.155217	0.07074	0.012417	5.035	-2660.456	-2662.973	0.155863	0.848298	1.004161	0.071306	0.071821	0.019537
C100004208	PC2	7051	0.122481	0.054995	0.010751	5.286	-3516.775	-3519.418	0.122343	0.876524	0.998867	0.055082	0.056114	0.016851
C100004227	PC2	6992	0.402706	0.057814	5.8636e-13	50.531	-3438.909	-3464.175	0.399934	0.593183	0.993117	0.058763	0.056891	0.016967
C100004243	PC2	3031	0.008862	0.111786	0.46927	0.006	-1524.842	-1524.845	0.008923	0.997991	1.006914	0.112559	0.115457	0.025878
C100004284	PC2	5987	0.048894	0.061567	0.2052	0.678	-3008.375	-3008.714	0.049157	0.956227	1.005384	0.06193	0.063849	0.018387
C100004295	PC2	6989	0.148918	0.056383	0.0034613	7.293	-3541.404	-3545.051	0.151209	0.864173	1.015381	0.057469	0.05819	0.017215
C100004299	PC2	6618	0.851221	0.055669	0	226.576	-3237.774	-3351.061	0.863596	0.150941	1.014537	0.062195	0.055863	0.018219
C100004318	PC2	5246	0.073059	0.071109	0.15046	1.07	-2567.669	-2568.204	0.071574	0.908102	0.979677	0.069721	0.07136	0.019143
C100004322	PC2	7043	0.10168	0.056111	0.034635	3.3	-3523.11	-3524.76	0.10183	0.899649	1.001479	0.056303	0.057492	0.0169
C100004326	PC2	5012	1e-06	0.072899	0.5	0	-2530.361	-2530.361	1e-06	1.00975	1.009751	0.07361	0.075779	0.020183
C100004327	PC2	5919	1e-06	0.064129	0.5	0	-2889.188	-2889.188	1e-06	0.976385	0.976386	0.062615	0.064732	0.017955
C100004328	PC2	7055	0.271643	0.055936	1.957e-07	25.736	-3476.123	-3488.991	0.269007	0.721289	0.990297	0.056028	0.055527	0.01676
C100004329	PC2	7052	0.359878	0.057413	7.9285e-11	40.92	-3524.118	-3544.578	0.362509	0.644802	1.00731	0.058938	0.057467	0.017108
C100004396	PC2	5482	0.149527	0.068641	0.012929	4.965	-2707.09	-2709.572	0.147921	0.841338	0.989259	0.068119	0.06891	0.01893
C100004494	PC2	1143	0.439347	0.24011	0.030684	3.5	-579.795	-581.545	0.450641	0.575065	1.025705	0.249417	0.244384	0.043314
C100004499	PC2	5879	0.142708	0.066134	0.015745	4.626	-2967.578	-2969.891	0.144318	0.866965	1.011283	0.067093	0.06783	0.018691
C100004509	PC2	3598	0.005256	0.094088	0.47727	0.003	-1798.945	-1798.947	0.00526	0.995525	1.000785	0.094162	0.09701	0.023605
C100004523	PC2	7053	0.794047	0.053579	0	225.755	-3401.344	-3514.221	0.791938	0.205406	0.997344	0.058309	0.052688	0.017313
C100004541	PC2	6962	0.189494	0.057071	0.00036239	11.425	-3460.15	-3465.862	0.188854	0.807771	0.996625	0.057208	0.057505	0.016943
C100004542	PC2	6914	0.12033	0.056532	0.015162	4.691	-3450.649	-3452.994	0.120264	0.879187	0.999451	0.056647	0.057677	0.017026
C100004552	PC2	7032	0.214542	0.056689	5.7479e-05	14.874	-3469.451	-3476.888	0.212411	0.777655	0.990065	0.056539	0.05657	0.016759
C100004555	PC2	4947	0.12651	0.073765	0.039362	3.091	-2444.202	-2445.747	0.125217	0.864565	0.989783	0.073198	0.074096	0.019939
C100004561	PC2	6669	0.210155	0.059246	0.0001559	12.998	-3286.969	-3293.468	0.207824	0.781086	0.98891	0.058992	0.059058	0.017186
C100004575	PC2	6537	0.325292	0.060094	1.5592e-08	30.632	-3266.793	-3282.109	0.327081	0.678419	1.005499	0.061327	0.060289	0.017699
C100004634	PC2	3375	0.298389	0.102523	0.0014273	8.898	-1671.468	-1675.918	0.29698	0.698299	0.995279	0.102952	0.10192	0.024339
C100004635	PC2	7035	0.507667	0.056709	0	83.908	-3426.842	-3468.796	0.501901	0.486741	0.988642	0.058137	0.055268	0.016917
C100005350	PC2	7053	0.196403	0.056521	0.00022561	12.307	-3447.963	-3454.116	0.192617	0.788109	0.980726	0.055779	0.055992	0.016569
C100005351	PC2	7054	0.180974	0.055611	0.00038591	11.308	-3520.054	-3525.708	0.181064	0.819432	1.000496	0.055942	0.056359	0.016894
C100005352	PC2	7046	0.212717	0.056936	7.3609e-05	14.407	-3484.057	-3491.261	0.211054	0.781129	0.992183	0.056899	0.056933	0.016778
C100005353	PC2	6678	0.310238	0.059732	5.8835e-08	28.059	-3236.414	-3250.443	0.302687	0.672974	0.975661	0.059108	0.05813	0.016998
C100005367	PC2	2895	0.10395	0.115502	0.18131	0.829	-1465.832	-1466.247	0.105425	0.908769	1.014195	0.117227	0.119104	0.026676
C100005371	PC2	7005	0.272866	0.057091	4.646e-07	24.07	-3460.785	-3472.82	0.270942	0.722008	0.99295	0.057336	0.056779	0.016867
C100005372	PC2	7053	1e-06	0.05447	0.5	0	-3526.504	-3526.504	1e-06	0.99995	0.999951	0.054467	0.056695	0.016845
C100005373	PC2	7055	0.030403	0.053747	0.28146	0.335	-3510.606	-3510.773	0.030265	0.96517	0.995435	0.053517	0.055521	0.016769
C100005383	PC2	6904	0.681402	0.056697	0	140.156	-3406.454	-3476.532	0.68894	0.322123	1.011063	0.061047	0.056383	0.017625
C100005384	PC2	7055	0.312477	0.057168	1.3305e-08	30.94	-3534.122	-3549.592	0.314986	0.693043	1.008029	0.058474	0.057491	0.017086
C100005389	PC2	2323	0.163084	0.136804	0.11196	1.479	-1156.138	-1156.877	0.163031	0.836645	0.999676	0.137264	0.136824	0.029465
C100005391	PC2	5340	0.136512	0.069532	0.021949	4.061	-2668.915	-2670.946	0.136699	0.864673	1.001372	0.069841	0.07061	0.019422
C100005396	PC2	4673	0.335763	0.081692	2.462e-05	16.477	-2308.841	-2317.08	0.333385	0.659532	0.992917	0.082085	0.080927	0.020648
C100005402	PC2	3481	0.017777	0.095409	0.42426	0.036	-1743.494	-1743.512	0.017819	0.984504	1.002322	0.095638	0.098163	0.024038
C100005403	PC2	6885	0.399922	0.057214	1.6126e-13	53.066	-3431.882	-3458.415	0.402352	0.603725	1.006077	0.058895	0.057098	0.017309
C100005418	PC2	3875	0.439304	0.091919	4.7577e-07	24.024	-1927.779	-1939.791	0.440032	0.561626	1.001658	0.093731	0.091531	0.022908
C100005466	PC2	7031	0.34563	0.056957	2.459e-10	38.71	-3471.508	-3490.863	0.343833	0.650966	0.994799	0.05767	0.056383	0.016909
C100005673	PC2	6246	0.267606	0.062603	5.0825e-06	19.48	-3032.181	-3041.921	0.261075	0.71452	0.975595	0.061699	0.061202	0.017541
C100005714	PC2	6337	0.307618	0.06181	1.6882e-07	26.021	-3113.693	-3126.703	0.304148	0.684571	0.988719	0.061952	0.06098	0.017678
C100005716	PC2	4427	0.308829	0.083817	9.3122e-05	13.965	-2193.46	-2200.443	0.307475	0.688141	0.995617	0.084321	0.083361	0.021263
C100005717	PC2	6267	0.127848	0.060858	0.015145	4.693	-3119.34	-3121.686	0.127437	0.869343	0.99678	0.060822	0.061844	0.017835
C100005814	PC2	2779	0.139841	0.116696	0.10744	1.538	-1373.307	-1374.076	0.138524	0.852057	0.990581	0.115868	0.116559	0.026632
C100005834	PC2	6241	0.034154	0.06154	0.29118	0.302	-3123.499	-3123.65	0.034197	0.967038	1.001235	0.061634	0.063574	0.017934
C100005850	PC2	6977	0.233903	0.057588	2.1167e-05	16.764	-3436.295	-3444.677	0.231296	0.75756	0.988857	0.057434	0.057243	0.016814
C100005864	PC2	6657	0.263004	0.059541	3.0647e-06	20.447	-3338.481	-3348.705	0.264972	0.74251	1.007482	0.060605	0.060134	0.017548
C100005972	PC2	2252	0.157073	0.140747	0.13332	1.234	-1127.63	-1128.247	0.157699	0.846284	1.003983	0.141555	0.142647	0.029959
C100005977	PC2	3724	0.163781	0.092804	0.034432	3.31	-1885.007	-1886.662	0.166108	0.848102	1.01421	0.0944	0.095166	0.023544
C100005985	PC2	7043	0.228708	0.056423	1.5399e-05	17.368	-3487.804	-3496.488	0.227352	0.76672	0.994072	0.056554	0.056454	0.016819
C100005986	PC2	6997	0.167952	0.056534	0.0011742	9.255	-3470.191	-3474.818	0.166965	0.82716	0.994125	0.056468	0.056978	0.016851
C100005996	PC2	6334	0.485445	0.060652	5.5511e-17	69.703	-3122.987	-3157.839	0.48486	0.513935	0.998795	0.06254	0.059833	0.017974
C100005998	PC2	5746	0.43817	0.065329	9.1527e-13	49.658	-2817.49	-2842.319	0.434269	0.556829	0.991098	0.0664	0.064114	0.018682
C100006005	PC2	6513	0.434431	0.060115	2.1261e-14	57.05	-3173.147	-3201.672	0.427979	0.557169	0.985149	0.06079	0.058605	0.017453
C100006051	PC2	7055	0.065994	0.055665	0.11851	1.398	-3588.794	-3589.493	0.067189	0.950915	1.018103	0.056727	0.058317	0.017157
C100006056	PC2	5739	0.097964	0.065558	0.063438	2.33	-2901.56	-2902.726	0.099156	0.913013	1.012169	0.066461	0.067803	0.018917
C100006082	PC2	6214	0.212716	0.059487	3.806e-05	15.652	-3113.509	-3121.335	0.213653	0.790751	1.004404	0.060117	0.060524	0.018061
C100006089	PC2	3337	1e-06	0.104019	0.5	0	-1633.077	-1633.077	1e-06	0.979494	0.979495	0.101886	0.103926	0.024002
C100006092	PC2	5289	0.017515	0.069553	0.39977	0.064	-2636.781	-2636.813	0.017471	0.980002	0.997473	0.069388	0.071449	0.019409
C100006094	PC2	2957	0.098132	0.11466	0.19627	0.731	-1478.254	-1478.62	0.098311	0.90351	1.001821	0.115063	0.115759	0.026122
C100006095	PC2	428	1e-06	0.414004	0.5	0	-215.26	-215.26	1e-06	1.025569	1.02557	0.42459	0.433946	0.070463
C100006098	PC2	7036	0.168478	0.056096	0.0010737	9.419	-3512.807	-3517.517	0.168601	0.832126	1.000726	0.056405	0.056927	0.016916
C100006105	PC2	5278	0.041422	0.069653	0.2739	0.361	-2657.503	-2657.683	0.041734	0.96579	1.007524	0.070201	0.072218	0.019624
C100006106	PC2	397	1e-06	0.454189	0.5	0	-198.452	-198.408	1e-06	1.003432	1.003433	0.455748	0.449464	0.071735
C100006108	PC2	5685	0.050249	0.065533	0.21864	0.603	-2772.211	-2772.513	0.049044	0.926964	0.976008	0.063994	0.065785	0.018319
C100006115	PC2	7041	0.09309	0.054696	0.039672	3.078	-3482.464	-3484.003	0.092171	0.897963	0.990134	0.054248	0.055581	0.016708
C100006116	PC2	6758	0.140592	0.057722	0.0064145	6.193	-3362.691	-3365.787	0.140149	0.856702	0.996851	0.057736	0.058538	0.017184
C100006121	PC2	6882	1e-06	0.055992	0.5	0	-3399.371	-3399.371	1e-06	0.987877	0.987878	0.055313	0.057496	0.016847
C100006123	PC2	438	1e-06	0.449018	0.5	0	-210.159	-210.159	1e-06	0.976653	0.976653	0.438535	0.439113	0.066314
C100006126	PC2	3652	0.087372	0.095262	0.1771	0.858	-1849.688	-1850.117	0.088639	0.925856	1.014495	0.096773	0.097939	0.023783
C100006129	PC2	6166	0.234639	0.061844	3.4582e-05	15.834	-3031.748	-3039.665	0.231634	0.755559	0.987194	0.061557	0.061392	0.017851
C100006171	PC2	5050	1e-06	0.071981	0.5	0	-2550.998	-2550.998	1e-06	1.010577	1.010578	0.072743	0.075052	0.020122
C100006173	PC2	2946	0.190551	0.111231	0.036196	3.228	-1451.916	-1453.53	0.188385	0.800248	0.988633	0.110411	0.11053	0.025832
C100006184	PC2	1148	0.107944	0.207694	0.28759	0.314	-579.703	-579.86	0.109635	0.906023	1.015657	0.21106	0.213791	0.042452
C100006190	PC2	6115	0.186009	0.062972	0.0012287	9.172	-3073.931	-3078.517	0.187481	0.820432	1.007913	0.063805	0.06414	0.01828
C100006191	PC2	6481	0.110887	0.059244	0.028227	3.639	-3194.263	-3196.082	0.109426	0.8774	0.986827	0.058583	0.05978	0.017358
C100006203	PC2	2759	0.145347	0.120697	0.11129	1.488	-1401.803	-1402.546	0.148061	0.870615	1.018676	0.123213	0.12403	0.027475
C100006256	PC2	554	1e-06	0.379927	0.5	0	-272.397	-272.324	1e-06	0.976135	0.976136	0.37086	0.365502	0.058994
C100006260	PC2	7044	0.121273	0.055605	0.013142	4.937	-3469.821	-3472.289	0.119647	0.866946	0.986593	0.055006	0.056008	0.016652
C100006262	PC2	6719	0.205013	0.058036	0.00013604	13.253	-3360.227	-3366.853	0.205653	0.797471	1.003124	0.0586	0.058784	0.017363
C100006264	PC2	2386	1e-06	0.133286	0.5	0	-1173.403	-1173.403	1e-06	0.985343	0.985344	0.131332	0.134331	0.028546
C100006282	PC2	3117	0.147322	0.107654	0.079394	1.986	-1544.39	-1545.383	0.146257	0.846513	0.99277	0.107117	0.107998	0.025189
C100006290	PC2	7043	0.29995	0.057216	4.2964e-08	28.668	-3467.964	-3482.297	0.297118	0.693438	0.990556	0.057448	0.056604	0.016797
C100006292	PC2	7048	0.236737	0.056454	7.4263e-06	18.756	-3497.208	-3506.586	0.235845	0.760389	0.996234	0.056739	0.056557	0.016854
C100006293	PC2	6767	0.269912	0.057594	3.5627e-07	24.581	-3357.189	-3369.48	0.269118	0.727939	0.997057	0.058069	0.057558	0.017229
C100006294	PC2	6965	0.129511	0.055158	0.0071445	6.002	-3461.776	-3464.777	0.128934	0.866613	0.995546	0.055079	0.056045	0.0169
C100006295	PC2	7040	0.289724	0.056894	6.3938e-08	27.898	-3465.775	-3479.724	0.286834	0.70319	0.990024	0.057048	0.056323	0.016785
C100006296	PC2	7046	0.247763	0.055946	1.6146e-06	21.675	-3487.875	-3498.712	0.246318	0.747848	0.994166	0.056156	0.055894	0.016824
C100006298	PC2	5689	0.272585	0.067345	1.5843e-05	17.314	-2780.309	-2788.966	0.267663	0.714283	0.981946	0.066792	0.066232	0.018498
C100006314	PC2	7049	0.257404	0.055492	5.1138e-07	23.885	-3452.621	-3464.563	0.253319	0.730812	0.984131	0.05518	0.054846	0.016655
C100006360	PC2	1521	1e-06	0.18819	0.5	0	-754.273	-754.273	1e-06	0.994382	0.994383	0.187133	0.188751	0.036123
C100006361	PC2	6940	0.263987	0.057598	1.3437e-06	22.028	-3458.55	-3469.564	0.264317	0.736933	1.001249	0.058284	0.05781	0.017083
C100006363	PC2	892	0.526204	0.283481	0.036407	3.218	-436.48	-438.089	0.520558	0.468712	0.98927	0.283458	0.279576	0.047067
